start_date,end_date,creates,edits,deletes,total
2014-04-25 00:00:00,2014-05-02 00:00:00,14929,2471,1655,19055
2014-05-02 00:00:00,2014-05-09 00:00:00,7087,2113,2684,11884
2014-05-09 00:00:00,2014-05-16 00:00:00,9268,1148,477,10893
2014-05-16 00:00:00,2014-05-23 00:00:00,15458,3326,892,19676
2014-05-23 00:00:00,2014-05-30 00:00:00,7700,1103,776,9579
2014-05-30 00:00:00,2014-06-06 00:00:00,6170,1126,872,8168
2014-06-06 00:00:00,2014-06-13 00:00:00,20194,2161,1385,23740
2014-06-13 00:00:00,2014-06-20 00:00:00,7595,1832,933,10360
2014-06-20 00:00:00,2014-06-27 00:00:00,10106,1122,1335,12563
2014-06-27 00:00:00,2014-07-04 00:00:00,6833,881,1002,8716
2014-07-04 00:00:00,2014-07-11 00:00:00,11316,1845,497,13658
2014-07-11 00:00:00,2014-07-18 00:00:00,7405,694,795,8894
2014-07-18 00:00:00,2014-07-25 00:00:00,6833,1143,199,8175
2014-07-25 00:00:00,2014-08-01 00:00:00,8357,447,403,9207
2014-08-01 00:00:00,2014-08-08 00:00:00,9991,1308,680,11979
2014-08-08 00:00:00,2014-08-15 00:00:00,14515,1046,334,15895
2014-08-15 00:00:00,2014-08-22 00:00:00,24337,4036,441,28814
2014-08-22 00:00:00,2014-08-29 00:00:00,31227,2443,337,34007
2014-08-29 00:00:00,2014-09-05 00:00:00,28684,2719,335,31738
2014-09-05 00:00:00,2014-09-12 00:00:00,58861,6342,457,65660
2014-09-12 00:00:00,2014-09-19 00:00:00,43994,4759,934,49687
2014-09-19 00:00:00,2014-09-26 00:00:00,48687,2193,266,51146
2014-09-26 00:00:00,2014-10-03 00:00:00,17957,1517,1138,20612
2014-10-03 00:00:00,2014-10-10 00:00:00,39821,1734,974,42529
2014-10-10 00:00:00,2014-10-17 00:00:00,14783,1283,615,16681
2014-10-17 00:00:00,2014-10-24 00:00:00,8043,1484,279,9806
2014-10-24 00:00:00,2014-10-31 00:00:00,44098,2324,752,47174
2014-10-31 00:00:00,2014-11-07 00:00:00,7297,1400,509,9206
2014-11-07 00:00:00,2014-11-14 00:00:00,17925,8207,980,27112
2014-11-14 00:00:00,2014-11-21 00:00:00,7024,1476,3672,12172
2014-11-21 00:00:00,2014-11-28 00:00:00,52379,2480,5429,60288
2014-11-28 00:00:00,2014-12-05 00:00:00,27684,3372,3305,34361
2014-12-05 00:00:00,2014-12-12 00:00:00,7976,867,830,9673
2014-12-12 00:00:00,2014-12-19 00:00:00,15663,1181,1491,18335
2014-12-19 00:00:00,2014-12-26 00:00:00,12817,700,1362,14879
2014-12-26 00:00:00,2015-01-02 00:00:00,29584,911,1900,32395
2015-01-02 00:00:00,2015-01-09 00:00:00,10921,317,655,11893
2015-01-09 00:00:00,2015-01-16 00:00:00,4736,771,921,6428
2015-01-16 00:00:00,2015-01-23 00:00:00,10942,483,1371,12796
2015-01-23 00:00:00,2015-01-30 00:00:00,6805,1365,360,8530
2015-01-30 00:00:00,2015-02-06 00:00:00,8193,989,259,9441
2015-02-06 00:00:00,2015-02-13 00:00:00,38406,4960,2533,45899
2015-02-13 00:00:00,2015-02-20 00:00:00,242869,10643,5244,258756
2015-02-20 00:00:00,2015-02-27 00:00:00,191185,11877,5272,208334
2015-02-27 00:00:00,2015-03-06 00:00:00,256247,14237,8210,278694
2015-03-06 00:00:00,2015-03-13 00:00:00,83397,6899,3801,94097
2015-03-13 00:00:00,2015-03-20 00:00:00,126791,3708,2685,133184
2015-03-20 00:00:00,2015-03-27 00:00:00,215367,8682,8581,232630
2015-03-27 00:00:00,2015-04-03 00:00:00,188358,14003,10666,213027
2015-04-03 00:00:00,2015-04-10 00:00:00,151955,6940,4615,163510
2015-04-10 00:00:00,2015-04-17 00:00:00,83273,4007,2404,89684
2015-04-17 00:00:00,2015-04-24 00:00:00,66285,8005,4415,78705
2015-04-24 00:00:00,2015-05-01 00:00:00,4879426,403907,164945,5448278
2015-05-01 00:00:00,2015-05-08 00:00:00,3567013,828366,358992,4754371
2015-05-08 00:00:00,2015-05-15 00:00:00,1850653,950340,148518,2949511
2015-05-15 00:00:00,2015-05-22 00:00:00,1443038,335803,74343,1853184
2015-05-22 00:00:00,2015-05-29 00:00:00,1138829,269365,46849,1455043
2015-05-29 00:00:00,2015-06-05 00:00:00,603659,80300,30035,713994
2015-06-05 00:00:00,2015-06-12 00:00:00,429025,46181,20632,495838
2015-06-12 00:00:00,2015-06-19 00:00:00,492831,25117,12978,530926
2015-06-19 00:00:00,2015-06-26 00:00:00,447587,39571,14121,501279
2015-06-26 00:00:00,2015-07-03 00:00:00,349358,41285,11828,402471
2015-07-03 00:00:00,2015-07-10 00:00:00,198709,32335,18600,249644
2015-07-10 00:00:00,2015-07-17 00:00:00,191374,15706,17897,224977
2015-07-17 00:00:00,2015-07-24 00:00:00,100956,12504,7391,120851
2015-07-24 00:00:00,2015-07-31 00:00:00,135454,10128,6388,151970
2015-07-31 00:00:00,2015-08-07 00:00:00,90609,12651,7981,111241
2015-08-07 00:00:00,2015-08-14 00:00:00,96612,6878,2569,106059
2015-08-14 00:00:00,2015-08-21 00:00:00,86523,4505,702,91730
2015-08-21 00:00:00,2015-08-28 00:00:00,92007,2949,6891,101847
2015-08-28 00:00:00,2015-09-04 00:00:00,80184,2878,4131,87193
2015-09-04 00:00:00,2015-09-11 00:00:00,89313,3658,2362,95333
2015-09-11 00:00:00,2015-09-18 00:00:00,87757,3158,1287,92202
2015-09-18 00:00:00,2015-09-25 00:00:00,61513,2625,1348,65486
2015-09-25 00:00:00,2015-10-02 00:00:00,98146,4623,1561,104330
2015-10-02 00:00:00,2015-10-09 00:00:00,87915,2722,1515,92152
2015-10-09 00:00:00,2015-10-16 00:00:00,84096,6297,2176,92569
2015-10-16 00:00:00,2015-10-23 00:00:00,119682,9618,1746,131046
2015-10-23 00:00:00,2015-10-30 00:00:00,147693,3766,2192,153651
2015-10-30 00:00:00,2015-11-06 00:00:00,57155,8322,3923,69400
2015-11-06 00:00:00,2015-11-13 00:00:00,36640,7872,2888,47400
2015-11-13 00:00:00,2015-11-20 00:00:00,93325,12591,4684,110600
2015-11-20 00:00:00,2015-11-27 00:00:00,158916,8266,3533,170715
2015-11-27 00:00:00,2015-12-04 00:00:00,113824,10138,4396,128358
2015-12-04 00:00:00,2015-12-11 00:00:00,37702,2308,825,40835
2015-12-11 00:00:00,2015-12-18 00:00:00,30687,2448,657,33792
2015-12-18 00:00:00,2015-12-25 00:00:00,14686,1242,331,16259
2015-12-25 00:00:00,2016-01-01 00:00:00,33238,2610,12854,48702
2016-01-01 00:00:00,2016-01-08 00:00:00,22927,2663,4403,29993
2016-01-08 00:00:00,2016-01-15 00:00:00,15415,1536,1898,18849
2016-01-15 00:00:00,2016-01-22 00:00:00,21521,2001,1328,24850
2016-01-22 00:00:00,2016-01-29 00:00:00,13852,654,1250,15756
2016-01-29 00:00:00,2016-02-05 00:00:00,10080,849,725,11654
2016-02-05 00:00:00,2016-02-12 00:00:00,87040,1083,1454,89577
2016-02-12 00:00:00,2016-02-19 00:00:00,64909,11226,16249,92384
2016-02-19 00:00:00,2016-02-26 00:00:00,55193,16885,4698,76776
2016-02-26 00:00:00,2016-03-04 00:00:00,105266,8500,4311,118077
2016-03-04 00:00:00,2016-03-11 00:00:00,83723,4100,2125,89948
2016-03-11 00:00:00,2016-03-18 00:00:00,51650,3368,3927,58945
2016-03-18 00:00:00,2016-03-25 00:00:00,21342,3921,1537,26800
2016-03-25 00:00:00,2016-04-01 00:00:00,75729,3591,745,80065
2016-04-01 00:00:00,2016-04-08 00:00:00,94997,7447,2111,104555
2016-04-08 00:00:00,2016-04-15 00:00:00,75946,8163,751,84860
2016-04-15 00:00:00,2016-04-22 00:00:00,60627,2007,595,63229
2016-04-22 00:00:00,2016-04-29 00:00:00,129373,4326,437,134136
2014-04-25 00:00:00,2016-04-29 00:00:00,21004053,3468433,1155530,25628016
